# algorithm=ST r=1  n=1358
# vertex_id	core_value
527	0
528	0
529	0
530	0
531	0
532	0
533	0
534	55
535	0
536	0
537	0
538	0
539	1
540	0
541	0
542	0
543	0
544	0
545	1
546	1
547	0
548	0
549	0
550	0
551	0
552	0
553	0
554	0
555	0
556	0
557	0
558	0
559	0
560	0
561	220
562	0
563	220
564	220
565	0
566	0
567	0
568	0
569	2
570	0
571	220
572	0
573	220
574	0
575	1
576	0
577	0
578	0
579	220
580	220
581	0
582	0
583	0
584	0
585	10
586	10
587	0
588	0
589	0
590	0
591	0
592	0
593	0
594	55
595	0
596	0
597	0
598	0
599	0
600	0
601	0
602	0
603	10
604	220
605	220
606	220
607	0
608	0
609	220
610	0
611	0
612	0
613	0
614	0
615	0
616	0
617	55
618	0
619	0
620	0
621	0
622	220
623	0
624	0
625	0
626	0
627	0
628	1
629	0
630	0
631	0
632	0
633	0
634	229
635	0
636	0
637	715
638	0
639	715
640	0
641	715
642	220
643	10
644	10
645	0
646	0
647	0
648	0
649	0
650	0
651	0
652	0
653	0
654	0
655	0
656	1
657	0
658	0
659	0
660	715
661	715
662	0
663	715
664	715
665	0
666	0
667	0
668	0
669	715
670	0
671	0
672	0
673	2
674	0
675	2
676	0
677	0
678	0
679	0
680	0
681	0
682	0
683	0
684	1
685	0
686	0
687	0
688	220
689	1
690	1
691	0
692	2
693	0
694	0
695	0
696	220
697	0
698	0
699	0
700	0
701	0
702	0
703	0
704	220
705	0
706	0
707	0
708	0
709	0
710	0
711	0
712	0
713	0
714	0
715	0
716	0
717	5005
718	220
719	0
720	2
721	0
722	0
723	0
724	0
725	0
726	0
727	0
728	10
729	100
730	5005
731	0
732	0
733	0
734	0
735	0
736	0
737	0
738	1
739	0
740	5005
741	5005
742	5005
743	5005
744	5005
745	5005
746	0
747	0
748	0
749	0
750	0
751	0
752	10
753	5005
754	5005
755	5005
756	0
757	0
758	0
759	0
760	0
761	5005
762	5005
763	5005
764	5005
765	0
766	0
767	0
768	10
769	0
770	0
771	0
772	1
773	0
774	0
775	1
776	0
777	1
778	1
779	1
780	220
781	11440
782	0
783	11440
784	0
785	0
786	11440
787	0
788	0
789	0
790	0
791	0
792	11440
793	11440
794	1
795	11440
796	10
797	0
798	0
799	11440
800	0
801	0
802	11440
803	11440
804	11440
805	11440
806	11440
807	11440
808	11440
809	0
810	11440
811	0
812	11440
813	11440
814	0
815	0
816	4
817	11440
818	11440
819	11440
820	55
821	10
822	0
823	10
824	11440
825	1
826	11440
827	1
828	10
829	0
830	0
831	0
832	1
833	0
834	0
835	0
836	0
837	0
838	2
839	0
840	0
841	0
842	24310
843	0
844	24310
845	0
846	220
847	1
848	0
849	0
850	0
851	0
852	1
853	1
854	0
855	220
856	24310
857	0
858	24310
859	24310
860	0
861	0
862	0
863	0
864	0
865	24310
866	24310
867	24310
868	0
869	221
870	24310
871	24310
872	0
873	0
874	24310
875	0
876	0
877	0
878	1
879	20
880	2
881	20
882	0
883	0
884	48620
885	0
886	48620
887	0
888	100
889	48620
890	10
891	24310
892	0
893	2
894	10
895	48620
896	0
897	10
898	1
899	11440
900	0
901	221
902	48620
903	221
904	0
905	24310
906	0
907	2
908	24310
909	0
910	0
911	10
912	1
913	221
914	48620
915	221
916	221
917	221
918	0
919	24310
920	0
921	2
922	0
923	0
924	55
925	229
926	1
927	0
928	2
929	274
930	10
931	229
932	229
933	10
934	0
935	229
936	0
937	0
938	48620
939	0
940	48620
941	715
942	92378
943	92378
944	92378
945	1
946	92378
947	92378
948	92378
949	0
950	92378
951	92378
952	92378
953	2
954	11440
955	0
956	1
957	92378
958	92378
959	0
960	48620
961	92378
962	92378
963	92378
964	92378
965	92378
966	92378
967	0
968	92378
969	92378
970	92378
971	92378
972	92378
973	92378
974	92378
975	11440
976	715
977	1
978	11440
979	92378
980	92378
981	0
982	0
983	92378
984	48620
985	92378
986	92378
987	92378
988	220
989	10
990	220
991	92378
992	89
993	1
994	92378
995	92378
996	1
997	1
998	0
999	229
1000	0
1001	0
1002	0
1003	0
1004	0
1005	0
1006	220
1007	0
1008	220
1009	220
1010	0
1011	220
1012	220
1013	0
1014	1
1015	220
1016	220
1017	0
1018	0
1019	0
1020	0
1021	10
1022	220
1023	1
1024	0
1025	0
1026	10
1027	293930
1028	293930
1029	293930
1030	293930
1031	293930
1032	293930
1033	293930
1034	293930
1035	220
1036	293930
1037	220
1038	293930
1039	293930
1040	293930
1041	293930
1042	293930
1043	293930
1044	293930
1045	293930
1046	293930
1047	293930
1048	293930
1049	293930
1050	293930
1051	293930
1052	220
1053	220
1054	2
1055	293930
1056	293930
1057	293930
1058	293930
1059	293930
1060	293930
1061	293930
1062	293930
1063	1
1064	293930
1065	293930
1066	293930
1067	1
1068	0
1069	293930
1070	92378
1071	293930
1072	55
1073	293930
1074	11440
1075	293930
1076	10
1077	89
1078	0
1079	220
1080	28
1081	92378
1082	220
1083	293930
1084	1
1085	11440
1086	715
1087	221
1088	2042975
1089	2042975
1090	2042975
1091	2042975
1092	2042975
1093	2042975
1094	2042975
1095	2042975
1096	2042975
1097	2042975
1098	2042975
1099	2042975
1100	2042975
1101	2042975
1102	2042975
1103	2042975
1104	2042975
1105	2042975
1106	2042975
1107	2042975
1108	3124550
1109	3124550
1110	3124550
1111	3124550
1112	3124550
1113	3124550
1114	3124550
1115	3124550
1116	3124550
1117	3124550
1118	3124550
1119	3124550
1120	3124550
1121	3124550
1122	3124550
1123	3124550
1124	3124550
1125	3124550
1126	3124550
1127	3124550
1128	3124550
1129	3124550
1130	3124550
1131	3124550
1132	31966749880
1133	31966749880
1134	31966749880
1135	31966749880
1136	31966749880
1137	31966749880
1138	31966749880
1139	31966749880
1140	31966749880
1141	31966749880
1142	31966749880
1143	31966749880
1144	31966749880
1145	31966749880
1146	31966749880
1147	31966749880
1148	31966749880
1149	31966749880
1150	31966749880
1151	31966749880
1152	31966749880
1153	31966749880
1154	31966749880
1155	31966749880
1156	31966749880
1157	31966749880
1158	31966749880
1159	31966749880
1160	31966749880
1161	31966749880
1162	31966749880
1163	31966749880
1164	31966749880
1165	31966749880
1166	31966749880
1167	31966749880
1168	31966749880
1169	31966749880
1170	31966749880
1171	31966749880
1172	31966749880
1173	31966749880
1174	31966749880
1175	31966749880
1176	31966749880
1177	31966749880
1178	31966749880
1179	31966749880
1180	31966749880
1181	31966749880
1182	31966749880
1183	31966749880
1184	31966749880
1185	31966749880
1186	31966749880
1187	31966749880
1188	31966749880
1189	31966749880
1190	31966749880
1191	31966749880
1192	31966749880
1193	31966749880
1194	85113005120
1195	85113005120
1196	85113005120
1197	85113005120
1198	85113005120
1199	85113005120
1200	85113005120
1201	85113005120
1202	85113005120
1203	85113005120
1204	85113005120
1205	85113005120
1206	85113005120
1207	85113005120
1208	85113005120
1209	85113005120
1210	85113005120
1211	85113005120
1212	85113005120
1213	85113005120
1214	85113005120
1215	85113005120
1216	85113005120
1217	85113005120
1218	85113005120
1219	85113005120
1220	85113005120
1221	85113005120
1222	85113005120
1223	85113005120
1224	85113005120
1225	85113005120
1226	85113005120
1227	85113005120
1228	85113005120
1229	85113005120
1230	85113005120
1231	85113005120
1232	85113005120
1233	85113005120
1234	85113005120
1235	85113005120
1236	85113005120
1237	85113005120
1238	85113005120
1239	85113005120
1240	85113005120
1241	85113005120
1242	85113005120
1243	85113005120
1244	85113005120
1245	85113005120
1246	85113005120
1247	85113005120
1248	85113005120
1249	85113005120
1250	85113005120
1251	85113005120
1252	85113005120
1253	85113005120
1254	85113005120
1255	85113005120
1256	85113005120
1257	85113005120
1258	85113005120
1259	85113005120
1260	85113005120
1261	85113005120
1262	1174992339235
1263	1174992339235
1264	1174992339235
1265	1174992339235
1266	1174992339235
1267	1174992339235
1268	1174992339235
1269	1174992339235
1270	1174992339235
1271	1174992339235
1272	1174992339235
1273	1174992339235
1274	1174992339235
1275	1174992339235
1276	1174992339235
1277	1174992339235
1278	1174992339235
1279	1174992339235
1280	1174992339235
1281	1174992339235
1282	1174992339235
1283	1174992339235
1284	1174992339235
1285	1174992339235
1286	1174992339235
1287	1174992339235
1288	1174992339235
1289	1174992339235
1290	1174992339235
1291	1174992339235
1292	1174992339235
1293	1174992339235
1294	1174992339235
1295	1174992339235
1296	1174992339235
1297	1174992339235
1298	1174992339235
1299	1174992339235
1300	1174992339235
1301	1174992339235
1302	1174992339235
1303	1174992339235
1304	1174992339235
1305	1174992339235
1306	1174992339235
1307	1174992339235
1308	1174992339235
1309	1174992339235
1310	1174992339235
1311	1174992339235
1312	1174992339235
1313	1174992339235
1314	1174992339235
1315	1174992339235
1316	1174992339235
1317	1174992339235
1318	1174992339235
1319	1174992339235
1320	1174992339235
1321	1174992339235
1322	1174992339235
1323	1174992339235
1324	1174992339235
1325	1174992339235
1326	1174992339235
1327	1174992339235
1328	1174992339235
1329	1174992339235
1330	1174992339235
1331	1174992339235
1332	1174992339235
1333	1174992339235
1334	1174992339235
1335	1174992339235
1336	1174992339235
1337	1174992339235
1338	1174992339235
1339	1174992339235
1340	1174992339235
1341	1174992339235
1342	1174992339235
1343	1174992339235
1344	1174992339235
1345	1174992339235
1346	1174992339235
1347	1174992339235
1348	1174992339235
1349	1174992339235
1350	1174992339235
1351	1174992339235
1352	1174992339235
1353	1174992339235
1354	1174992339235
1355	1174992339235
1356	1174992339235
1357	1174992339235
