u,v,mismatches,fallback,region,pinned,rounds,pops,changed,insert_us,error
137121,175911,0,0,227,6000,1,3555,0,45265.0,
125044,266882,0,0,4,21,1,18,1,208.0,
46432,131062,0,0,6,178,1,44,2,26855.0,
70532,72465,5,1,19818,0,1,0,0,19393.0,
10321,113865,0,0,10,378,1,143,1,29947.0,
33892,40797,0,0,80,2505,1,1604,1,44312.0,
60986,71058,0,0,345,8241,1,7265,8,53616.0,
31707,66669,0,0,2,26,1,12,1,49023.0,
245090,245096,0,0,26,280,1,171,5,21685.0,
145186,147527,1,1,19818,0,1,0,0,23078.0,
71812,71827,0,0,16,188,1,20,16,2189.0,
50388,175898,0,0,8,83,1,54,4,8655.0,
103318,103348,0,0,5,60,1,26,4,268.0,
7587,60270,0,0,0,0,0,0,0,0.0,
53945,53954,1,1,19818,0,1,0,0,40732.0,
4033,45400,0,0,5,79,1,71,2,30836.0,
97903,102890,0,0,2,23,1,10,1,164.0,
167229,182359,0,0,3,4,1,5,3,57926.0,
70911,240562,0,0,9,15,1,9,9,111.0,
9436,19897,0,0,305,7340,1,4742,2,53149.0,
47078,54217,0,0,3,38,1,25,1,45022.0,
97374,97375,0,0,2,4,1,3,1,94.0,
47743,105401,0,0,2,14,1,8,1,143.0,
313482,313484,0,0,3,1,1,3,3,140.0,
161294,290359,0,0,3,3,1,5,3,90.0,
239735,239737,0,0,3,7,1,8,2,140.0,
25998,109977,0,0,0,0,0,0,0,1.0,
69687,69690,0,0,5,7,1,5,5,197.0,
25204,77309,0,0,6,92,1,42,4,37001.0,
61764,83627,0,0,392,8222,1,4541,0,50896.0,
68797,246758,0,0,4,18,1,13,3,462.0,
197662,293463,0,0,0,0,0,0,0,1.0,
165159,165160,0,0,3,20,1,12,1,37871.0,
130626,237693,0,0,6,13,1,7,5,122.0,
50309,54397,0,0,4,29,1,25,3,237.0,
24930,240226,0,0,5,33,1,16,3,37542.0,
301627,301633,0,0,9,1,1,9,9,168.0,
13987,14021,0,0,114,747,1,114,114,4560.0,
6308,8458,0,0,42,1831,1,502,8,8403.0,
17658,233595,0,0,3,105,1,85,2,161.0,
28640,33636,0,0,3,46,1,15,0,29008.0,
30631,30642,0,0,14,148,1,17,14,230.0,
190229,190231,0,0,9,8,1,10,9,129.0,
8944,48914,0,0,2,129,1,117,1,4095.0,
150420,150422,0,0,3,4,1,3,3,23545.0,
147393,147418,1,1,19818,0,1,0,0,27628.0,
254781,286563,0,0,4,4,1,6,3,85.0,
64065,146450,0,0,2,15,1,9,1,90.0,
1510,1511,0,0,21,558,1,44,17,1460.0,
18784,29339,0,0,3,34,1,20,1,49044.0,
70445,78923,7,1,19818,0,1,0,0,23243.0,
114005,134656,0,0,3,25,1,7,2,15614.0,
18147,18150,0,0,2,33,1,18,0,19258.0,
84206,254319,0,0,2,8,1,3,0,49329.0,
205395,205413,0,0,9,69,1,12,9,45893.0,
30094,175590,0,0,23,443,1,212,5,17371.0,
231263,231265,0,0,200,4517,1,3117,4,41430.0,
335,54037,0,0,0,0,0,0,0,1.0,
69160,69163,0,0,7,20,1,8,7,10025.0,
316981,316982,0,0,4,2,1,5,4,101.0,
36284,154288,4,1,19818,0,1,0,0,24373.0,
16952,96575,0,0,7,192,1,8,6,3573.0,
87108,91573,0,0,8,54,1,25,3,35517.0,
43218,43221,0,0,0,0,0,0,0,1.0,
28639,63594,0,0,3,60,1,42,2,248.0,
140422,142422,0,0,3,11,1,6,2,371.0,
31011,62856,0,0,7,102,1,58,0,46616.0,
39,27689,3,1,19818,0,1,0,0,26909.0,
103310,103332,0,0,38,375,1,42,38,615.0,
291582,291583,0,0,10,4,1,10,10,125.0,
2285,2296,0,0,145,4568,1,2269,3,38640.0,
18184,118922,0,0,6,39,1,24,5,12022.0,
131391,178269,2,1,19818,0,1,0,0,24440.0,
92477,193760,0,0,2,55,1,39,1,36100.0,
58684,58686,0,0,6,6,1,6,6,112.0,
7949,73216,0,0,8,94,1,30,0,55018.0,
59328,105567,0,0,10,57,1,30,10,12910.0,
11713,14036,0,0,114,747,1,114,114,4543.0,
13311,117286,0,0,3,47,1,39,1,41556.0,
286416,286485,0,0,6,61,1,44,1,17431.0,
9907,89755,0,0,4,175,1,37,0,45666.0,
21725,56478,0,0,0,0,0,0,0,1.0,
22416,74594,0,0,11,64,1,28,8,2463.0,
267059,267060,6,1,19818,0,1,0,0,25402.0,
32186,32202,0,0,10,60,1,11,10,1041.0,
69798,98675,0,0,224,4624,1,3735,2,21969.0,
191518,191522,0,0,5,27,1,14,5,33842.0,
47426,118618,0,0,2,64,1,13,0,18389.0,
43899,117271,0,0,8,83,1,68,6,41092.0,
95258,199539,0,0,7,84,1,33,5,54725.0,
164782,188005,0,0,2,4,1,3,1,139.0,
139961,246365,0,0,5,20,1,11,4,103.0,
210077,210078,0,0,2,1,1,2,2,145.0,
228164,228165,0,0,2,1,1,2,2,86.0,
20540,20541,0,0,2,1,1,2,2,14878.0,
62415,145548,0,0,8,77,1,56,3,8443.0,
52230,232103,0,0,3,26,1,14,2,10923.0,
9009,45811,0,0,449,9185,1,5553,4,62089.0,
112685,112709,0,0,44,34,1,44,44,596.0,
2523,10737,0,0,347,7734,1,1912,0,79439.0,
54473,55893,0,0,3,26,1,22,1,177.0,
50610,187586,0,0,2,21,1,15,1,27340.0,
955,15995,0,0,2,26,1,8,0,30833.0,
10266,105812,0,0,0,0,0,0,0,1.0,
8155,68131,0,0,3,90,1,74,1,46869.0,
53904,77985,0,0,270,6229,1,1740,10,16064.0,
9657,82872,0,1,19818,0,1,0,0,28869.0,
3901,38962,0,0,0,0,0,0,0,1.0,
107455,175554,1,1,19818,0,1,0,0,24239.0,
10224,293232,2,1,19818,0,1,0,0,29035.0,
58084,231816,0,0,36,1859,1,1695,2,8436.0,
76049,139258,0,0,2,23,1,9,0,34106.0,
285320,285321,0,0,2,10,1,2,2,2282.0,
48475,48479,0,0,4,9,1,6,4,99.0,
23570,38515,0,0,0,0,0,0,0,2.0,
262799,262805,0,0,3,6,1,6,2,40223.0,
60220,87229,0,0,22,630,1,536,2,32401.0,
263345,263346,0,0,3,2,1,5,3,56.0,
173572,201613,0,0,10,114,1,13,10,172.0,
40191,40211,0,0,4,28,1,23,3,396.0,
14484,14486,0,0,5,20,1,9,4,167.0,
14991,14993,1,1,19818,0,1,0,0,19829.0,
200701,200705,0,0,3,3,1,5,2,154.0,
124362,287075,0,0,2,13,1,9,1,16285.0,
192131,271671,0,0,0,0,0,0,0,1.0,
178024,285231,0,0,22,75,1,24,22,925.0,
253104,253107,0,0,15,12,1,15,15,374.0,
7357,84977,0,0,304,7123,1,1823,9,27413.0,
15299,38842,1,1,19818,0,1,0,0,26710.0,
8448,64805,0,0,35,1816,1,804,0,7995.0,
168838,276464,0,0,7,13,1,10,7,292.0,
113269,252606,0,0,3,33,1,24,2,151.0,
17555,116551,0,0,11,319,1,248,4,36205.0,
62750,62755,0,0,5,2,1,6,5,116.0,
40636,59501,0,0,3,105,1,74,2,42761.0,
40109,101944,0,0,4,55,1,30,3,16977.0,
223958,223961,1,1,19818,0,1,0,0,23230.0,
25315,34834,0,0,8,235,1,34,7,12396.0,
189964,240337,0,0,9,83,1,38,6,50809.0,
37852,42689,0,0,2,6,1,4,1,59.0,
76064,76430,0,0,15,898,1,742,1,41527.0,
245756,245760,0,0,5,1,1,6,5,158.0,
63250,229976,0,0,0,0,0,0,0,1.0,
10999,61619,0,0,7,143,1,33,6,44730.0,
216767,235605,0,0,3,24,1,18,2,139.0,
15196,148667,0,0,8,93,1,19,6,20082.0,
6751,12111,0,0,2,8,1,7,1,186.0,
1842,149694,0,0,5,134,1,90,2,30238.0,
14249,57982,0,0,3,18,1,13,2,140.0,
57383,105366,0,0,9,46,1,15,9,119.0,
32500,88873,0,0,2,8,1,4,2,43266.0,
172897,172899,0,0,4,4,1,6,4,154.0,
285724,285734,0,0,20,50,1,20,20,406.0,
277521,277523,0,0,2,3,1,3,1,163.0,
48250,224201,0,0,16,141,1,23,16,221.0,
167024,204415,0,0,3,12,1,11,2,114.0,
8095,32033,0,0,0,0,0,0,0,1.0,
32050,32051,0,0,9,57,1,23,9,8690.0,
144763,276860,0,0,12,127,1,81,2,42638.0,
168,80140,0,0,2,113,1,90,1,28399.0,
156001,166248,0,0,6,24,1,23,4,132.0,
69862,116648,0,0,198,4427,1,2423,8,36705.0,
233249,233250,0,0,3,2,1,4,3,38604.0,
79451,287974,1,1,19818,0,1,0,0,28133.0,
191421,256409,0,0,14,73,1,18,13,237.0,
287799,291499,0,0,4,8,1,12,3,344.0,
29094,92018,0,0,297,6937,1,3496,1,45101.0,
40057,132200,0,0,13,861,1,799,0,2300.0,
86070,99078,0,0,3,12,1,11,1,132.0,
49704,49731,0,0,15,65,1,16,15,161.0,
8074,187537,0,0,2,85,1,64,0,6192.0,
8511,49480,0,0,0,0,0,0,0,1.0,
96716,96720,0,0,38,186,1,108,8,28523.0,
7802,7804,0,0,0,0,0,0,0,1.0,
6641,11535,0,0,2,79,1,33,1,27834.0,
269803,269804,0,0,7,15,1,7,7,167.0,
29887,260097,0,0,378,7890,1,7534,2,47055.0,
7726,14781,0,0,188,5294,1,3483,4,28578.0,
11980,34679,0,0,5,62,1,33,1,43307.0,
38686,160105,0,0,2,50,1,32,1,49052.0,
9773,57187,0,0,10,523,1,55,7,1765.0,
9726,42223,0,0,2,104,1,78,0,841.0,
56808,132751,0,0,4,18,1,8,2,100.0,
170029,170031,0,0,6,4,1,7,6,33963.0,
20198,20218,0,0,2,22,1,15,1,13868.0,
61615,61617,0,0,2,5,1,2,1,44640.0,
5154,12793,1,1,19818,0,1,0,0,22814.0,
12432,74364,0,0,2,14,1,10,1,131.0,
186766,186767,1,1,19818,0,1,0,0,22674.0,
98407,98416,0,0,2,12,1,6,0,136.0,
67809,87658,0,0,5,75,1,49,3,54937.0,
45144,45146,0,0,2,30,1,14,0,36048.0,
97090,108653,0,0,8,67,1,26,6,18310.0,
58383,58389,0,0,14,80,1,15,14,187.0,
69902,104630,0,0,48,264,1,49,48,494.0,
161401,161405,0,0,9,28,1,12,9,219.0,
23166,31800,0,0,2,46,1,9,0,45452.0,
87966,87968,0,0,5,20,1,10,5,100.0,
237080,237086,0,0,2,6,1,5,1,68.0,
98290,134696,0,0,0,0,0,0,0,1.0,
10570,49166,0,0,18,616,1,62,17,893.0,
1257,6889,0,0,4,202,1,97,2,21677.0,
238888,238889,0,0,8,20,1,13,8,144.0,
15581,22548,0,0,0,0,0,0,0,1.0,
10666,10669,0,0,14,189,1,26,13,3878.0,
47986,213464,0,0,20,32,1,20,20,237.0,
69860,102108,0,0,3,12,1,5,2,104.0,
23630,35579,0,0,9,398,1,238,3,22367.0,
120859,279290,0,0,5,10,1,10,4,23163.0,
9799,77950,0,0,9,324,1,136,8,11020.0,
60785,60806,0,0,48,269,1,314,48,1432.0,
136545,136552,0,0,7,20,1,8,7,242.0,
79307,79309,0,0,3,1,1,3,3,54.0,
29959,30008,0,0,19,148,1,19,19,179.0,
210233,246064,0,0,5,12,1,8,1,33546.0,
89563,89567,0,0,10,26,1,11,9,134.0,
1036,3374,0,0,13,317,1,33,13,2949.0,
87572,98757,0,0,3,28,1,25,2,34683.0,
16285,149239,0,0,298,6947,1,4483,3,32920.0,
23973,131060,0,0,18,491,1,193,4,31472.0,
69568,111588,0,0,2,8,1,6,0,171.0,
19004,19006,0,0,3,5,1,4,2,162.0,
17090,170714,0,0,2,68,1,38,0,5821.0,
29315,29317,0,0,3,6,1,7,2,135.0,
73032,240016,0,0,2,10,1,6,1,71.0,
77719,91956,0,0,154,4325,1,1858,0,31610.0,
46938,46941,0,0,14,223,1,32,14,1643.0,
115982,115983,0,0,2,9,1,6,1,8461.0,
44903,306206,0,0,2,3,1,3,1,76.0,
69361,200740,0,0,3,20,1,13,1,25750.0,
291425,291429,0,0,8,11,1,9,8,123.0,
63927,73516,0,0,343,8006,1,3725,4,39336.0,
6806,6812,0,0,8,12,1,9,8,74.0,
14068,129230,0,0,3,99,1,56,1,27436.0,
192123,192124,0,0,4,4,1,5,4,58.0,
75170,75192,0,0,9,30,1,33,9,21660.0,
5865,45645,0,0,102,848,1,102,102,4211.0,
395,1315,0,0,4,71,1,54,2,6442.0,
109780,261196,0,0,3,11,1,7,2,205.0,
23152,23161,0,0,18,257,1,176,3,39658.0,
68392,68393,0,0,4,4,1,6,4,106.0,
31016,58848,0,0,15,195,1,18,14,4772.0,
215026,215028,0,0,4,12,1,6,3,153.0,
196637,251434,0,0,3,4,1,6,3,73.0,
1277,1287,0,0,5,121,1,23,3,26516.0,
